city,lat,lng,country,admin,timezone,create_dashboard
Jiangyin,31.839,120.295,China,admin,Asia/Manila,False
Shuozhou,39.3317,112.4329,China,admin,Asia/Manila,False
Leon de los Aldama,21.1167,-101.6833,Mexico,admin,America/Mexico_City,False
Puebla,19.0333,-98.1833,Mexico,admin,America/Mexico_City,False
Bien Hoa,10.95,106.8167,Vietnam,admin,Asia/Jakarta,False
Chengtangcun,35.0833,117.15,China,admin,Asia/Manila,False
Hebi,35.748,114.297,China,admin,Asia/Manila,False
Madurai,9.9252,78.1198,India,admin,Asia/Kolkata,False
Huzhou,30.8925,120.0875,China,admin,Asia/Manila,False
Jamshedpur,22.7925,86.1842,India,admin,Asia/Kolkata,False
Baicheng,45.62,122.838,China,admin,Asia/Manila,False
San Jose,9.9325,-84.08,Costa Rica,admin,America/Mexico_City,False
Shaoyang,32.912,119.8526,China,admin,Asia/Manila,False
Palembang,-2.9861,104.7556,Indonesia,admin,Asia/Jakarta,False
Kawasaki,35.5167,139.7,Japan,admin,Asia/Tokyo,False
Kobe,34.69,135.1956,Japan,admin,Asia/Tokyo,False
Jiaxing,30.747,120.756,China,admin,Asia/Manila,False
Zhangjiajie,29.117,110.479,China,admin,Asia/Manila,False
Baiyin,36.5451,104.1389,China,admin,Asia/Manila,False
Guiping,23.4,110.0833,China,admin,Asia/Manila,False
Changshu,31.656,120.753,China,admin,Asia/Manila,False
Jixi,45.295,130.969,China,admin,Asia/Manila,False
Xushan,30.1667,121.2333,China,admin,Asia/Manila,False
Gwangju,35.1653,126.8486,"Korea, South",admin,Asia/Tokyo,False
Recife,-8.0539,-34.8808,Brazil,admin,America/Sao_Paulo,False
Nasik,19.9975,73.7898,India,admin,Asia/Kolkata,False
Abu Dhabi,24.4667,54.3667,United Arab Emirates,admin,Asia/Dubai,False
Amsterdam,52.3728,4.8936,Netherlands,admin,Europe/Paris,False
Vijayawada,16.5193,80.6305,India,admin,Asia/Kolkata,False
Zapopan,20.7167,-103.4,Mexico,admin,America/Mexico_City,False
Daejeon,36.35,127.385,"Korea, South",admin,Asia/Tokyo,False
Auckland,-36.8492,174.7653,New Zealand,admin,Pacific/Auckland,False
Yekaterinburg,56.8356,60.6128,Russia,admin,Asia/Karachi,False
Wuwei,37.929,102.638,China,admin,Asia/Manila,False
Jinhua,29.079,119.647,China,admin,Asia/Manila,False
Kyoto,35.0117,135.7683,Japan,admin,Asia/Tokyo,False
Pizhou,34.398,117.89,China,admin,Asia/Manila,False
Yangshe,31.8767,120.556,China,admin,Asia/Manila,False
Yucheng,30.01,103.0415,China,admin,Asia/Manila,False
Kayseri,38.7225,35.4875,Turkey,admin,Europe/Moscow,False
Rui'an,27.7833,120.625,China,admin,Asia/Manila,False
Kharkiv,49.9925,36.2311,Ukraine,admin,Europe/Athens,False
Medina,24.47,39.61,Saudi Arabia,admin,Europe/Moscow,False
Sangereng,-6.2889,106.7181,Indonesia,admin,Asia/Jakarta,False
Faridabad,28.4211,77.3078,India,admin,Asia/Kolkata,False
Sofia,42.6979,23.3217,Bulgaria,admin,Europe/Athens,False
Ulaanbaatar,47.9214,106.9055,Mongolia,admin,Asia/Manila,False
Adelaide,-34.9275,138.6,Australia,admin,Australia/Adelaide,False
Prague,50.0875,14.4214,Czechia,admin,Europe/Paris,False
Wenling,28.3667,121.3667,China,admin,Asia/Manila,False
Copenhagen,55.6805,12.5615,Denmark,admin,Europe/Paris,False
Najafgarh,28.6125,76.9847,India,admin,Asia/Kolkata,False
Lianjiang,21.7333,110.2833,China,admin,Asia/Manila,False
Helsinki,60.1708,24.9375,Finland,admin,Europe/Athens,False
Samsun,41.2903,36.3336,Turkey,admin,Europe/Moscow,False
Milan,45.4669,9.19,Italy,admin,Europe/Paris,False
Antalya,36.8874,30.7075,Turkey,admin,Europe/Moscow,False
Chizhou,30.6654,117.4916,China,admin,Asia/Manila,False
Makassar,-5.1331,119.4136,Indonesia,admin,Asia/Manila,False
Porto Alegre,-30.0328,-51.23,Brazil,admin,America/Sao_Paulo,False
Huangshan,29.7149,118.3376,China,admin,Asia/Manila,False
Gaozhou,21.9244,110.8422,China,admin,Asia/Manila,False
Barranquilla,10.9833,-74.8019,Colombia,admin,America/Lima,False
Benxi,41.3039,123.7649,China,admin,Asia/Manila,False
Saitama,35.8614,139.6456,Japan,admin,Asia/Tokyo,False
Guarulhos,-23.4667,-46.5333,Brazil,admin,America/Sao_Paulo,False
Leizhou,20.9143,110.0967,China,admin,Asia/Manila,False
Juarez,31.745,-106.485,Mexico,admin,America/Denver,False
Yangquan,37.8571,113.5804,China,admin,Asia/Manila,False
Fuqing,25.7167,119.3833,China,admin,Asia/Manila,False
Xintai,35.909,117.768,China,admin,Asia/Manila,False
Wusong,30.945,117.811,China,admin,Asia/Manila,False
Tongling,30.9456,117.8114,China,admin,Asia/Manila,False
Calgary,51.05,-114.0667,Canada,admin,America/Denver,False
Meerut,28.98,77.71,India,admin,Asia/Kolkata,False
Kuaidamao,41.7283,125.9397,China,admin,Asia/Manila,False
Huazhou,21.664,110.6396,China,admin,Asia/Manila,False
Wuzhong,37.9978,106.1986,China,admin,Asia/Manila,False
Belem,-1.4558,-48.5039,Brazil,admin,America/Sao_Paulo,False
Rosario,-32.9575,-60.6394,Argentina,admin,America/Sao_Paulo,False
Tangier,35.7767,-5.8039,Morocco,admin,Africa/Casablanca,False
Canagatan,18.0,121.8,Philippines,admin,Asia/Manila,False
Soweto,-26.2678,27.8585,South Africa,admin,Africa/Johannesburg,False
Xiantao,30.328,113.443,China,admin,Asia/Manila,False
Jabalpur,23.1667,79.9333,India,admin,Asia/Kolkata,False
Huaiyin,33.5819,119.028,China,admin,Asia/Manila,False
Yutan,28.278,112.552,China,admin,Asia/Manila,False
Kazan,55.7964,49.1089,Russia,admin,Europe/Moscow,False
Bagam,1.13,104.0531,Indonesia,admin,Asia/Jakarta,False
Dayan,26.8552,100.2259,China,admin,Asia/Manila,False
Brussels,50.8467,4.3525,Belgium,admin,Europe/Paris,False
Laiwu,36.1833,117.6667,China,admin,Asia/Manila,False
Huazhou,32.688,112.087,China,admin,Asia/Manila,False
Sharjah,25.3575,55.3908,United Arab Emirates,admin,Asia/Dubai,False
Kalyan,19.24,73.13,India,admin,Asia/Kolkata,False
Rucheng,32.246,120.591,China,admin,Asia/Manila,False
Yongcheng,33.9299,116.45,China,admin,Asia/Manila,False
Sumedang,-6.84,107.9208,Indonesia,admin,Asia/Jakarta,False
Can Tho,10.0333,105.7833,Vietnam,admin,Asia/Jakarta,False
Suwon,37.2667,127.0167,"Korea, South",admin,Asia/Tokyo,False
Yiwu,29.3069,120.0753,China,admin,Asia/Manila,False
Vasai-Virar,19.47,72.8,India,admin,Asia/Kolkata,False
Campinas,-22.9009,-47.0573,Brazil,admin,America/Sao_Paulo,False
Dadukou,26.5824,101.7184,China,admin,Asia/Manila,False
Lingcheng,22.708,110.354,China,admin,Asia/Manila,False
Shuangyashan,46.6762,131.1416,China,admin,Asia/Manila,False
Nizhniy Novgorod,56.3269,44.0075,Russia,admin,Europe/Moscow,False
Panipat,29.3875,76.97,India,admin,Asia/Kolkata,False
Varanasi,25.3189,83.0128,India,admin,Asia/Kolkata,False
Hiroshima,34.3914,132.4519,Japan,admin,Asia/Tokyo,False
Chiang Mai,18.7953,98.9986,Thailand,admin,Asia/Jakarta,False
Kalleli,9.2807,76.8697,India,admin,Asia/Kolkata,False
Batam Centre,1.1272,104.0556,Indonesia,admin,Asia/Jakarta,False
Pingdu,36.7769,119.9884,China,admin,Asia/Manila,False
Rongcheng,26.218,104.103,China,admin,Asia/Manila,False
Xinyu,27.8186,114.9167,China,admin,Asia/Manila,False
Doha,25.2867,51.5333,Qatar,admin,Europe/Moscow,False
Shymkent,42.3167,69.5958,Kazakhstan,admin,Asia/Karachi,False
Srinagar,34.09,74.79,India,admin,Asia/Kolkata,False
Chelyabinsk,55.1547,61.3758,Russia,admin,Asia/Karachi,False
Aurangabad,19.88,75.32,India,admin,Asia/Kolkata,False
Cilacap,-7.7167,109.017,Indonesia,admin,Asia/Jakarta,False
Xinhualu,34.3964,113.7402,China,admin,Asia/Manila,False
Guankou,28.1637,113.6433,China,admin,Asia/Manila,False
Bandar Lampung,-5.45,105.2667,Indonesia,admin,Asia/Jakarta,False
Dhanbad,23.7998,86.4305,India,admin,Asia/Kolkata,False
Jingling,30.664,113.167,China,admin,Asia/Manila,False
Zhuji,29.7167,120.2333,China,admin,Asia/Manila,False
Samara,53.2028,50.1408,Russia,admin,Asia/Dubai,False
Yingtan,28.2721,117.0395,China,admin,Asia/Manila,False
Edmonton,53.5344,-113.4903,Canada,admin,America/Denver,False
Guyuan,36.01,106.257,China,admin,Asia/Manila,False
Leiyang,26.4223,112.8598,China,admin,Asia/Manila,False
Krasnodar,45.0333,38.9667,Russia,admin,Europe/Moscow,False
Rostov,47.2225,39.71,Russia,admin,Europe/Moscow,False
Amritsar,31.64,74.86,India,admin,Asia/Kolkata,False
Aligarh,27.88,78.08,India,admin,Asia/Kolkata,False
Zhangye,38.9248,100.4499,China,admin,Asia/Manila,False
Ufa,54.7261,55.9475,Russia,admin,Asia/Karachi,False
Ulsan,35.55,129.3167,"Korea, South",admin,Asia/Tokyo,False
Rongcheng,29.8402,112.9048,China,admin,Asia/Manila,False
Tbilisi,41.7225,44.7925,Georgia,admin,Asia/Dubai,False
Guwahati,26.1722,91.7458,India,admin,Asia/Kolkata,False
Fes,34.0433,-5.0033,Morocco,admin,Africa/Casablanca,False
Yingchuan,34.142,113.489,China,admin,Asia/Manila,False
Ninh Binh,20.25,105.8333,Vietnam,admin,Asia/Jakarta,False
Omsk,54.9833,73.3667,Russia,admin,Asia/Dhaka,False
Mexicali,32.6633,-115.4678,Mexico,admin,America/Los_Angeles,False
Dingzhou,38.516,114.99,China,admin,Asia/Manila,False
Tamale,9.4075,-0.8533,Ghana,admin,Africa/Abidjan,False
Yuyao,30.05,121.15,China,admin,Asia/Manila,False
Goiania,-16.6806,-49.2564,Brazil,admin,America/Sao_Paulo,False
Krasnoyarsk,56.0089,92.8719,Russia,admin,Asia/Jakarta,False
Cologne,50.9364,6.9528,Germany,admin,Europe/Paris,False
Yicheng,31.36,119.815,China,admin,Asia/Manila,False
Ezhou,30.3914,114.8949,China,admin,Asia/Manila,False
Astana,51.1472,71.4222,Kazakhstan,admin,Asia/Karachi,False
Zhufeng,36.0,119.4167,China,admin,Asia/Manila,False
Nezahualcoyotl,19.4081,-99.0186,Mexico,admin,America/Mexico_City,False
Haora,22.58,88.3294,India,admin,Asia/Kolkata,False
Tongjin,37.2333,127.2,"Korea, South",admin,Asia/Tokyo,False
Ranchi,23.36,85.33,India,admin,Asia/Kolkata,False
Ciudad Nezahualcoyotl,19.4006,-99.0148,Mexico,admin,America/Mexico_City,False
Gwalior,26.2125,78.1775,India,admin,Asia/Kolkata,False
Ottawa,45.4247,-75.695,Canada,admin,America/New_York,False
Haicheng,40.8824,122.6852,China,admin,Asia/Manila,False
Jianguang,28.1958,115.7833,China,admin,Asia/Manila,False
Goyang,37.65,126.8,"Korea, South",admin,Asia/Tokyo,False
Sendai,38.2682,140.8694,Japan,admin,Asia/Tokyo,False
Xibeijie,39.7334,98.4943,China,admin,Asia/Manila,False
Chandigarh,30.75,76.78,India,admin,Asia/Kolkata,False
Voronezh,51.6717,39.2106,Russia,admin,Europe/Moscow,False
Zhongwei,37.5002,105.1968,China,admin,Asia/Manila,False
Jiancheng,30.38,104.53,China,admin,Asia/Manila,False
Mersin,36.8,34.6333,Turkey,admin,Europe/Moscow,False
Shouguang,36.857,118.791,China,admin,Asia/Manila,False
Liangshi,27.26,111.7442,China,admin,Asia/Manila,False
Sao Luis,-2.53,-44.3028,Brazil,admin,America/Sao_Paulo,False
Jodhpur,26.28,73.02,India,admin,Asia/Kolkata,False
Sanya,18.2533,109.5036,China,admin,Asia/Manila,False
Rangapukur,25.5206,89.2147,Bangladesh,admin,Asia/Dhaka,False
Linhai,28.85,121.1167,China,admin,Asia/Manila,False
Perm,58.0,56.3167,Russia,admin,Asia/Karachi,False
Shubra al Khaymah,30.1286,31.2422,Egypt,admin,Africa/Cairo,False
Islamabad,33.6931,73.0639,Pakistan,admin,Asia/Karachi,False
Xinyi,22.3549,110.9468,China,admin,Asia/Manila,False
Thu Duc,10.8266,106.7609,Vietnam,admin,Asia/Jakarta,False
Odesa,46.492,30.7081,Ukraine,admin,Europe/Athens,False
Raipur,21.2444,81.6306,India,admin,Asia/Kolkata,False
Changwon,35.2708,128.6631,"Korea, South",admin,Asia/Tokyo,False
Volgograd,48.7086,44.5147,Russia,admin,Europe/Moscow,False
Morelia,19.7683,-101.1894,Mexico,admin,America/Mexico_City,False
Kota,25.18,75.83,India,admin,Asia/Kolkata,False
Quetta,30.1833,67.0,Pakistan,admin,Asia/Karachi,False
Domaa-Ahenkro,7.2739,-2.8735,Ghana,admin,Africa/Abidjan,False
Bareilly,28.3667,79.4306,India,admin,Asia/Kolkata,False
Liaoyuan,42.888,125.1447,China,admin,Asia/Manila,False
Stockholm,59.3275,18.0547,Sweden,admin,Europe/Paris,False
Bordeaux,44.84,-0.58,France,admin,Europe/Paris,False
Taixing,32.159,120.029,China,admin,Asia/Manila,False
Esenyurt,41.0342,28.68,Turkey,admin,Europe/Moscow,False
Pekanbaru,0.5092,101.4453,Indonesia,admin,Asia/Jakarta,False
Bogor,-6.5966,106.7972,Indonesia,admin,Asia/Jakarta,False
Chiba,35.6073,140.1064,Japan,admin,Asia/Tokyo,False
Shuizhai,33.4658,114.8753,China,admin,Asia/Manila,False
Qianxi,27.0087,106.0323,China,admin,Asia/Manila,False
Dnipro,48.4675,35.04,Ukraine,admin,Europe/Athens,False
Baishan,41.944,126.4147,China,admin,Asia/Manila,False
Narayanganj,23.6167,90.5,Bangladesh,admin,Asia/Dhaka,False
Gqeberha,-33.9581,25.6,South Africa,admin,Africa/Johannesburg,False
Huilong,31.87,121.703,China,admin,Asia/Manila,False
Marrakech,31.63,-8.0089,Morocco,admin,Africa/Casablanca,False
Cebu City,10.32,123.75,Philippines,admin,Asia/Manila,False
Coimbatore,11.0008,76.9633,India,admin,Asia/Kolkata,False
Maceio,-9.6658,-35.735,Brazil,admin,America/Sao_Paulo,False
Nada,19.5209,109.5808,China,admin,Asia/Manila,False
Fangchenggang,21.6867,108.3547,China,admin,Asia/Manila,False
Solapur,17.68,75.92,India,admin,Asia/Kolkata,False
Kaiyuan,36.0193,113.86,China,admin,Asia/Manila,False
Seberang Jaya,5.3909,100.4104,Malaysia,admin,Asia/Manila,False
Sale,34.0333,-6.8,Morocco,admin,Africa/Casablanca,False
Hubli,15.3502,75.1376,India,admin,Asia/Kolkata,False
Cankaya,39.9244,32.8856,Turkey,admin,Europe/Moscow,False
Hwasu-dong,37.1997,126.8314,"Korea, South",admin,Asia/Tokyo,False
Yingcheng,24.21,113.401,China,admin,Asia/Manila,False
Setagaya,35.6466,139.6532,Japan,admin,Asia/Tokyo,False
Kecioren,40.0,32.8667,Turkey,admin,Europe/Moscow,False
Luocheng,22.7689,111.5697,China,admin,Asia/Manila,False
Meishan,34.167,112.844,China,admin,Asia/Manila,False
Kitakyushu,33.8833,130.8833,Japan,admin,Asia/Tokyo,False
Aguascalientes,21.876,-102.296,Mexico,admin,America/Mexico_City,False
Khulna,22.8167,89.55,Bangladesh,admin,Asia/Dhaka,False
Chihuahua,28.6369,-106.0769,Mexico,admin,America/Mexico_City,False
Xin'an,34.286,118.355,China,admin,Asia/Manila,False
Mysore,12.3086,76.6531,India,admin,Asia/Kolkata,False
Kashgar,39.4681,75.9938,China,admin,Asia/Dhaka,False
Songnam,37.4333,127.15,"Korea, South",admin,Asia/Tokyo,False
Trichinopoly,10.7903,78.7047,India,admin,Asia/Kolkata,False
Cartagena,10.4,-75.5,Colombia,admin,America/Lima,False
Qingzhou,36.6853,118.4796,China,admin,Asia/Manila,False
Naples,40.8358,14.2486,Italy,admin,Europe/Paris,False
Santiago del Estero,-27.7833,-64.2667,Argentina,admin,America/Sao_Paulo,False
Naucalpan de Juarez,19.4753,-99.2378,Mexico,admin,America/Mexico_City,False
Masbate,12.27,123.58,Philippines,admin,Asia/Manila,False
Taishan,22.252,112.794,China,admin,Asia/Manila,False
Jiaozhou,36.2647,120.0334,China,admin,Asia/Manila,False
Wuchuan,21.441,110.779,China,admin,Asia/Manila,False
Wafangdian,39.6271,121.9796,China,admin,Asia/Manila,False
La Plata,-34.9211,-57.9544,Argentina,admin,America/Sao_Paulo,False
Ad Dammam,26.4333,50.1,Saudi Arabia,admin,Europe/Moscow,False
Hanchuan,30.6667,113.8333,China,admin,Asia/Manila,False
Quzhou,28.9702,118.8593,China,admin,Asia/Manila,False
Donetsk,48.0028,37.8053,Ukraine,admin,Europe/Athens,False
Ashmun,30.2974,30.9764,Egypt,admin,Africa/Cairo,False
Wuchang,44.924,127.158,China,admin,Asia/Manila,False
Sao Goncalo,-22.8269,-43.0539,Brazil,admin,America/Sao_Paulo,False
Hengzhou,22.6799,109.2614,China,admin,Asia/Manila,False
Feicheng,36.1861,116.7719,China,admin,Asia/Manila,False
Bucaramanga,7.1333,-73.0,Colombia,admin,America/Lima,False
Merida,20.9667,-89.6167,Mexico,admin,America/Mexico_City,False
Hegang,47.3501,130.298,China,admin,Asia/Manila,False
Osmangazi,40.1983,29.06,Turkey,admin,Europe/Moscow,False
Moradabad,28.8319,78.7764,India,admin,Asia/Kolkata,False
Cancun,21.1606,-86.8475,Mexico,admin,America/Lima,False
Zaoyang,32.129,112.772,China,admin,Asia/Manila,False
Dongtai,32.795,120.519,China,admin,Asia/Manila,False
Antipolo,14.5842,121.1763,Philippines,admin,Asia/Manila,False
Taguig City,14.52,121.05,Philippines,admin,Asia/Manila,False
Tabuk,28.3972,36.5789,Saudi Arabia,admin,Europe/Moscow,False
Xishan,27.6461,113.497,China,admin,Asia/Manila,False
Zhoushan,29.9856,122.2074,China,admin,Asia/Manila,False
Yichun,47.728,128.841,China,admin,Asia/Manila,False
Klang,3.0223,101.5481,Malaysia,admin,Asia/Manila,False
Tiruppur,11.1085,77.3411,India,admin,Asia/Kolkata,False
Marseille,43.2964,5.37,France,admin,Europe/Paris,False
Gurgaon,28.456,77.029,India,admin,Asia/Kolkata,False
Yangchun,22.1704,111.7916,China,admin,Asia/Manila,False
Hai'an,32.535,120.563,China,admin,Asia/Manila,False
Jalandhar,31.326,75.5762,India,admin,Asia/Kolkata,False
Daye,30.0961,114.9804,China,admin,Asia/Manila,False
Zhongxiang,31.168,112.588,China,admin,Asia/Manila,False
Gaomi,36.3833,119.75,China,admin,Asia/Manila,False
Teresina,-5.0903,-42.8167,Brazil,admin,America/Sao_Paulo,False
Lhasa,29.6534,91.1719,China,admin,Asia/Manila,False
Ipoh,4.6,101.065,Malaysia,admin,Asia/Manila,False
Saltillo,25.4231,-100.9919,Mexico,admin,America/Mexico_City,False
Gongzhuling,43.5053,124.8224,China,admin,Asia/Manila,False
Lianyuan,27.692,111.664,China,admin,Asia/Manila,False
Tyumen,57.15,65.5333,Russia,admin,Asia/Karachi,False
Hermosillo,29.0989,-110.9542,Mexico,admin,America/Phoenix,False
Cheongju,36.6333,127.4833,"Korea, South",admin,Asia/Tokyo,False
Shache,38.4261,77.25,China,admin,Asia/Dhaka,False
Thanh Hoa,19.8075,105.7764,Vietnam,admin,Asia/Jakarta,False
Macheng,31.173,115.008,China,admin,Asia/Manila,False
Kathmandu,27.71,85.32,Nepal,admin,Asia/Kathmandu,False
Turin,45.0792,7.6761,Italy,admin,Europe/Paris,False
Anqiu,36.478,119.219,China,admin,Asia/Manila,False
Yuci,37.6823,112.7281,China,admin,Asia/Manila,False
Dehui,44.535,125.703,China,admin,Asia/Manila,False
Pietermaritzburg,-29.6167,30.3833,South Africa,admin,Africa/Johannesburg,False
Durban,-29.8833,31.05,South Africa,admin,Africa/Johannesburg,False
Saratov,51.53,46.035,Russia,admin,Asia/Dubai,False
Bhubaneshwar,20.27,85.84,India,admin,Asia/Kolkata,False
Yushu,44.826,126.55,China,admin,Asia/Manila,False
Joao Pessoa,-7.12,-34.88,Brazil,admin,America/Sao_Paulo,False
Samarinda,-0.5,117.1378,Indonesia,admin,Asia/Manila,False
Qingping,34.539,113.391,China,admin,Asia/Manila,False
Rongjiawan,29.15,113.1024,China,admin,Asia/Manila,False
Weichanglu,37.1792,119.9333,China,admin,Asia/Manila,False
Sakai,34.5733,135.4831,Japan,admin,Asia/Tokyo,False
Eskisehir,39.7767,30.5206,Turkey,admin,Europe/Moscow,False
Renqiu,38.686,116.084,China,admin,Asia/Manila,False
Wutong,30.6333,120.5333,China,admin,Asia/Manila,False
Wu'an,36.697,114.204,China,admin,Asia/Manila,False
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,admin,America/Sao_Paulo,False
Narela,28.85,77.1,India,admin,Asia/Kolkata,False
Bhayandar,19.29,72.85,India,admin,Asia/Kolkata,False
Culiacan,24.8069,-107.3939,Mexico,admin,America/Phoenix,False
Xiashi,30.5333,120.6833,China,admin,Asia/Manila,False
Cucuta,7.8942,-72.5039,Colombia,admin,America/Lima,False
Danyang,32.0,119.586,China,admin,Asia/Manila,False
Dongyang,29.2667,120.2167,China,admin,Asia/Manila,False
Krakow,50.0614,19.9372,Poland,admin,Europe/Paris,False
Pasig City,14.5605,121.0765,Philippines,admin,Asia/Manila,False
Thessaloniki,40.6403,22.9356,Greece,admin,Europe/Athens,False
Palermo,2.8917,-75.4375,Colombia,admin,America/Lima,False
Qamdo,31.143,97.17,China,admin,Asia/Manila,False
Karimnagar,18.4386,79.1288,India,admin,Asia/Kolkata,False
Hejian,38.4466,116.0995,China,admin,Asia/Manila,False
Seyhan,36.9831,35.3328,Turkey,admin,Europe/Moscow,False
Laiyang,36.9758,120.7136,China,admin,Asia/Manila,False
Queretaro,20.5875,-100.3928,Mexico,admin,America/Mexico_City,False
Wuxi,26.58,111.841,China,admin,Asia/Manila,False
Yiyang,26.4221,112.3999,China,admin,Asia/Manila,False
Niigata,37.9161,139.0364,Japan,admin,Asia/Tokyo,False
Vinh,18.6667,105.6667,Vietnam,admin,Asia/Jakarta,False
Puxi,35.2125,114.735,China,admin,Asia/Manila,False
Hamamatsu,34.7108,137.7275,Japan,admin,Asia/Tokyo,False
Zijinglu,34.7667,112.9667,China,admin,Asia/Manila,False
Kumila,35.25,73.5,Pakistan,admin,Asia/Karachi,False
Xingyi,25.092,104.8955,China,admin,Asia/Manila,False
Xingcheng,24.1347,115.73,China,admin,Asia/Manila,False
Ailan Mubage,43.908,81.2777,China,admin,Asia/Dhaka,False
Frankfurt,50.1106,8.6822,Germany,admin,Europe/Paris,False
San Luis Potosi,22.1511,-100.9761,Mexico,admin,America/Mexico_City,False
Bucheon,37.5,126.7833,"Korea, South",admin,Asia/Tokyo,False
Fuyang,30.0553,119.95,China,admin,Asia/Manila,False
Korla,41.7259,86.1746,China,admin,Asia/Dhaka,False
Erzurum,39.9086,41.2769,Turkey,admin,Europe/Moscow,False
Zagreb,45.8131,15.9772,Croatia,admin,Europe/Paris,False
Al `Ayn,24.2075,55.7447,United Arab Emirates,admin,Asia/Dubai,False
Patiala,30.34,76.38,India,admin,Asia/Kolkata,False
Bahawalpur,29.3956,71.6836,Pakistan,admin,Asia/Karachi,False
Qingnian,36.8494,115.7061,China,admin,Asia/Manila,False
Sanhe,40.0167,117.0833,China,admin,Asia/Manila,False
Winnipeg,49.8844,-97.1464,Canada,admin,America/Chicago,False
Shishgarh,28.72,79.32,India,admin,Asia/Kolkata,False
Leping,28.978,117.152,China,admin,Asia/Manila,False
Colombo,6.9167,79.8333,Sri Lanka,admin,Asia/Kolkata,False
Nerima,35.7356,139.6517,Japan,admin,Asia/Tokyo,False
Natal,-5.795,-35.2089,Brazil,admin,America/Sao_Paulo,False
Lichuan,30.291,108.9364,China,admin,Asia/Manila,False
Pendik,40.8747,29.235,Turkey,admin,Europe/Moscow,False
Gdansk,54.3475,18.6453,Poland,admin,Europe/Paris,False
Licheng,31.4306,119.4788,China,admin,Asia/Manila,False
Santo Andre,-23.6533,-46.528,Brazil,admin,America/Sao_Paulo,False
Ota-ku,35.5614,139.7161,Japan,admin,Asia/Tokyo,False
Thiruvananthapuram,8.5241,76.9366,India,admin,Asia/Kolkata,False
Zhuanghe,39.681,122.967,China,admin,Asia/Manila,False
Chengguan,35.4623,113.8054,China,admin,Asia/Manila,False
Bagcilar,41.0344,28.8564,Turkey,admin,Europe/Moscow,False
Kumamoto,32.8031,130.7078,Japan,admin,Asia/Tokyo,False
Lingbao Chengguanzhen,34.5176,110.8942,China,admin,Asia/Manila,False
Quebec City,46.8139,-71.2081,Canada,admin,America/New_York,False
Taihe,30.871,105.388,China,admin,Asia/Manila,False
Yanggok,37.6333,127.2167,"Korea, South",admin,Asia/Tokyo,False
Zhongba,31.771,104.755,China,admin,Asia/Manila,False
Sizhan,38.9846,106.3828,China,admin,Asia/Manila,False
Suohe,34.7833,113.35,China,admin,Asia/Manila,False
Xiangxiang,27.7186,112.5502,China,admin,Asia/Manila,False
Hamilton,43.2567,-79.8692,Canada,admin,America/New_York,False
Songyang,34.4553,113.0253,China,admin,Asia/Manila,False
Cagayan de Oro,8.48,124.65,Philippines,admin,Asia/Manila,False
Qian'an,39.999,118.701,China,admin,Asia/Manila,False
Shuangqiao,35.067,112.602,China,admin,Asia/Manila,False
Chaohucun,31.6244,117.8902,China,admin,Asia/Manila,False
Zouping,36.863,117.743,China,admin,Asia/Manila,False
Durgapur,23.55,87.32,India,admin,Asia/Kolkata,False
Cencheng,22.9167,111.0,China,admin,Asia/Manila,False
Umraniye,41.0311,29.1081,Turkey,admin,Europe/Moscow,False
Sorocaba,-23.5019,-47.4578,Brazil,admin,America/Sao_Paulo,False
Guli,28.9,120.0333,China,admin,Asia/Manila,False
Sagamihara,35.5667,139.3667,Japan,admin,Asia/Tokyo,False
Laixi,36.8667,120.5333,China,admin,Asia/Manila,False
Okayama,34.65,133.9167,Japan,admin,Asia/Tokyo,False
Concepcion,-36.8282,-73.0514,Chile,admin,America/Santiago,False
Mississauga,43.6,-79.65,Canada,admin,America/New_York,False
Changsha,22.3773,112.6982,China,admin,Asia/Manila,False
Lviv,49.8425,24.0322,Ukraine,admin,Europe/Athens,False
Shihezi,44.3054,86.0804,China,admin,Asia/Dhaka,False
Valenzuela,14.7,120.98,Philippines,admin,Asia/Manila,False
Xichang,27.8944,102.2644,China,admin,Asia/Manila,False
Guangshui,31.617,113.826,China,admin,Asia/Manila,False
Zaporizhzhia,47.85,35.1175,Ukraine,admin,Europe/Athens,False
Bhiwandi,19.2967,73.0631,India,admin,Asia/Kolkata,False
Gaoyou,32.845,119.508,China,admin,Asia/Manila,False
Chengxiang,31.564,121.174,China,admin,Asia/Manila,False
Bhilwara,25.35,74.63,India,admin,Asia/Kolkata,False
Oslo,59.9133,10.7389,Norway,admin,Europe/Paris,False
George Town,5.4136,100.3294,Malaysia,admin,Asia/Manila,False
Zunhua,40.189,117.966,China,admin,Asia/Manila,False
Saharanpur,29.9639,77.5458,India,admin,Asia/Kolkata,False
Yenimahalle,39.9719,32.8119,Turkey,admin,Europe/Moscow,False
Warangal,17.9689,79.5941,India,admin,Asia/Kolkata,False
Dasmarinas,14.33,120.94,Philippines,admin,Asia/Manila,False
Shiliguri,26.71,88.43,India,admin,Asia/Kolkata,False
Parachinar,33.9,70.1,Pakistan,admin,Asia/Karachi,False
Tongchuan,34.897,108.945,China,admin,Asia/Manila,False
Xindi,29.827,113.476,China,admin,Asia/Manila,False
Edogawa,35.7,139.8833,Japan,admin,Asia/Tokyo,False
General Santos,6.12,125.17,Philippines,admin,Asia/Manila,False
Salem,11.65,78.15,India,admin,Asia/Kolkata,False
